,ngram,comment,label
0,bull,"Fuckboy isn't good , but a <ng>bull</ng>y isn't either. Skewed feminism is dangerous
and so is toxic masculinity. I totally understand that you have a lot of
hatred for liberals n feminists which is justified coz of what a lot of them
have been propogating but not every idea of feminism is wrong pratik.
Bollywood has a history of showing these things ""cool"", that is my only
problem with these characters. I am all game for negative characters but I
don't like them being glorified, making them look cool. I won't even start
with 4 shots, I didn't even like alia's aggresion in gully boy so it's not one
sided. As much as I enjoy your views on nationalism, our history , I didn't
feel comfortable watching this. 🙏",CAG
1,bull,"<ng>bull</ng> shit .  
you fucking mind. gays are not criminals. this video showing wrong image",CAG
2,bull,"Prateek, <ng>bull</ng>s eye! You just shut them up nicely",CAG
3,bull,"It seems you didnt understand ""Kabir Singh"". Also, it looks like you lack
basic knowledge to review a movie. Kabir Singh is a powerful movie. I know it
has got its own faults but nevertheless a very raw movie. Also some points
raised by you are valid where as others are just <ng>bull</ng>shit. We Indians like to
watch stories of others, especially love stories. If you want to watch real
stories then better stick to news channels,NGC,discovery and documentaries
etc. Kabir Singh is an offbeat manic love story which you cudn't understand.
Watch the movie once more you will get answers to your questions.",CAG
4,bull,"The contemporary feminist lives such a comfortable life that she has the time
to complain about such trivial nonsense like manspreading and movie characters
being a little too masculine. And if she wanted to, she would make a video
about the movie, degrade it to the point that people would stop watching it
not caring about the hard work the creators put for it and a female host of
her channel would laugh about it and so would their audience. But I’m the one
who is sexist if I complain about it because according to feminist theory, I’m
privileged and the power structure gives advantages to men. What advantages?
They can’t say. And because of this power structure, sexism towards men
doesn’t exist. According to feminism, I am so privileged that I don’t even
have the right to talk about gender issues. All of my opinions are
automatically invalid because I’m a man. I am a man – I am evil, I am
disposable, I am privileged.  
The thing is, I actually do care about gender equality. I would gladly point
out real sexism when I see it being done against women, something which the
new wave feminists bafflingly neglect to do when it’s being perpetuated by
anyone. But feminists don’t return the favour. Their narrative is that I am
the cause of all the world’s problems and I have to be the one to change, to
make sacrifices and give more and more to them because of this imaginary
bogeyman called the “Patriarchy” which they claim gives me all the systemic
advantages in society. The concept of a patriarchy is essential to their
ideology and this core makes the ideology paint me as the oppressor and the
villain and I’m sick of it. I’m not a catcaller, I’m not a wife beater, and
I’m not a rapist. But I’m held accountable for the actions of the few men who
do these things and that’s <ng>bull</ng>shit. And it’s exactly the type of <ng>bull</ng>shit
being perpetuated by several social media sites and YouTube channels - the
idea that men are the problem, that we should be ashamed of what we are and
that masculinity is toxic and needs to be stamped out. Feminist may claim that
they don’t hate men but actions speak louder than words. If you call yourself
a feminist but if you agree that all of the things that I talked about are
wrong, then you need to stop calling yourself a feminist. You don’t need to
call yourself a feminist to be an advocate for equality. Feminism doesn’t hold
a monopoly on that as much as they like to think they do. And if you truly
value equality, you will drop the feminist label and stop trying to defend it
because it is – destructive, divisive, counter-intuitive, and predicated on
lies and misinformation. Feminism is <ng>bull</ng>shit and it is unworthy of respect.",CAG
5,bull,This is <ng>bull</ng>shit,CAG
6,bull,Ofcourse the acting is <ng>bull</ng>shit but the message is Gud,CAG
7,bull,"Four more shots was hopeless.. I don't understand how people can like such
<ng>bull</ng>shit..  
I watched arjun reddy instead when kabir singh released. I thoroughly enjoyed
the movie. The acting was superb by vijay and shalini. Actually bollywood can
not even come up with a really good story that they end up making remakes.
What bollywood makes is shit like soty2, Race3, dhamaal, namaste England etc.
No story only glamour and sex talks that's all.",CAG
8,bull,<ng>bull</ng>shit,CAG
9,bull,<ng>bull</ng> shit,CAG
10,bull ,"<ng>bull </ng>shit .  
you fucking mind. gays are not criminals. this video showing wrong image",CAG
11,bull ,<ng>bull </ng>shit,CAG
12,ate t,H<ng>ate t</ng>his,CAG
13,ate t,"I just h<ng>ate t</ng>his movie though I have no hatred or doubt about Shahid acting .
He really nailed his role . But this kind of movie is not made for India.
Bollywood is producing nothing just crap movies with a small pinch of 'love' .
They need to grow up .
Even Indians need to grow up too.",CAG
14,ate t,"Also it depends on the audience how they take the movie. Actor was a freak and
because of that he had to deal with the repercussions but people fail to see
that but condone the dominant behavior of the actor. Also don't count every
feminist in that stupid category. I appreci<ng>ate t</ng>he romance but not the madness
after breakup.",CAG
15,ate t,"I can rel<ng>ate t</ng>his to some extent with us. I don't understand the motive of
this type of girl and their parents. They themselves are parents how they can
be like this....? How they inspire their kids to torture other fr no reason.
What is the purpose of their life???? It's beyond my understanding.",CAG
